Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Occupation,House Owner,Number of Cars Owned,Customer Type,Country,State
17357,"Gonzalez, Blake",03-01-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,California
17359,"Powell, Austin",06-02-1965,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,California
17361,"Adams, Isaiah",07-03-1965,M,M,50000,4,4,Bachelors,Skilled Manual,1,2,Person,United States,California
702,"Hayes, David",8-24-1963,M,M,60000,4,2,Bachelors,Professional,1,2,Person,United States,California
707,"Perez, Blake",2-14-1963,M,M,60000,4,2,Bachelors,Professional,1,2,Person,United States,California
738,"Martin, Megan",02-08-1959,M,F,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
856,"Walker, Christian",8-13-1963,M,M,60000,4,2,Bachelors,Professional,1,4,Person,United States,California
882,"Mitchell, Richard",7-24-1959,M,M,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
887,"Parker, Katelyn",1-20-1958,M,F,60000,3,2,Bachelors,Professional,1,1,Person,United States,California
2922,"Jones, Joseph",05-11-1963,M,M,60000,4,2,Bachelors,Professional,1,2,Person,United States,California
3613,"Zhang, Ernest",7-20-1963,M,M,60000,4,2,Bachelors,Professional,1,2,Person,United States,California
3664,"Hu, Arturo",10-04-1958,M,M,70000,5,4,Bachelors,Professional,1,2,Person,United States,California
4536,"Scott, Jordan",11-01-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
5115,"Ross, Gavin",3-14-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
5144,"Evans, Sara",3-19-1959,M,F,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
5155,"Scott, Jennifer",12-06-1958,M,F,70000,5,4,Bachelors,Professional,1,2,Person,United States,California
6032,"Thomas, Grace",11-25-1959,M,F,60000,5,4,Bachelors,Professional,1,1,Person,United States,California
6033,"Flores, Alexandria",11-06-1959,M,F,60000,5,4,Bachelors,Professional,1,1,Person,United States,California
7231,"Perry, Brianna",08-12-1959,M,F,60000,5,4,Bachelors,Professional,1,1,Person,United States,California
8163,"Raji, Peter",11-13-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
8164,"Bailey, Riley",4-24-1963,M,F,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
9034,"Turner, Carlos",10-18-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
9037,"Tang, Kate",04-07-1963,M,F,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
10158,"Perry, Robert",4-20-1959,M,M,60000,5,4,Bachelors,Professional,1,1,Person,United States,California
10647,"Bryant, Luis",06-05-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
10650,"Nara, Keith",09-08-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
10651,"Zeng, Cedric",11-23-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
10934,"Martin, Nicole",10-03-1959,M,F,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
10935,"Cox, Jennifer",06-10-1959,M,F,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
11292,"Morris, Carlos",2-26-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
11293,"Gomez, Stacy",03-09-1963,M,F,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
11294,"Johnson, Jasmine",6-20-1963,M,F,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
11891,"Hall, Alexis",9-25-1959,M,F,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
11892,"Gonzalez, Andrea",02-01-1959,M,F,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
12211,"Gray, Timothy",11-23-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
12215,"James, Kaylee",11-21-1963,M,F,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
12401,"Lee, Andrew",09-07-1959,M,M,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
13356,"Johnson, Jennifer",6-17-1959,M,F,60000,4,3,Bachelors,Professional,1,1,Person,United States,California
13358,"Baker, Eric",3-15-1958,M,M,60000,3,2,Bachelors,Professional,1,1,Person,United States,California
14076,"Thompson, Samantha",5-27-1963,M,F,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
14103,"Kelly, Stephanie",8-18-1959,M,F,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
14104,"Brooks, Shelby",2-17-1959,M,F,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
14975,"Jai, Noah",04-05-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
15638,"Robinson, Thomas",3-27-1959,M,M,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
16538,"Bryant, Amanda",2-22-1963,M,F,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
16567,"Long, Tristan",9-27-1959,M,M,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
17153,"Rivera, Ian",03-01-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
17188,"Chen, Aaron",11-13-1959,M,M,60000,4,3,Bachelors,Professional,1,0,Person,United States,California
18139,"Wood, Eduardo",2-13-1963,M,M,70000,4,2,Bachelors,Professional,1,2,Person,United States,California
1758,"Ramirez, Sara",12-20-1974,S,F,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
3722,"Jones, Daniel",7-16-1974,S,M,40000,3,3,Partial College,Clerical,1,1,Person,United States,Washington
3723,"Carson, Sharon",12-27-1974,S,F,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
4861,"Moreno, Joe",10-20-1972,S,M,40000,4,4,Partial College,Clerical,1,2,Person,United States,Washington
5212,"Roberts, Jesse",11-23-1974,S,M,40000,3,3,Partial College,Clerical,1,1,Person,United States,Washington
5762,"Ward, Angel",12-12-1972,S,M,40000,4,4,Partial College,Clerical,1,1,Person,United States,Washington
7639,"Thompson, Alyssa",06-09-1974,S,F,40000,3,3,Partial College,Clerical,1,1,Person,United States,Washington
9067,"White, Marcus",8-14-1974,S,M,40000,3,3,Partial College,Clerical,1,1,Person,United States,Washington
9733,"Walker, Joshua",3-25-1975,S,M,40000,3,3,Partial College,Clerical,1,0,Person,United States,Washington
9734,"Luo, Sheena",12-07-1974,S,F,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
9740,"Carter, Kaitlyn",9-24-1953,S,F,10000,2,1,High School,Manual,1,2,Person,United States,Washington
10686,"Green, Bailey",7-17-1974,S,F,40000,3,3,Partial College,Clerical,1,1,Person,United States,Washington
10697,"Watson, Gabrielle",5-14-1953,M,F,10000,2,1,High School,Manual,0,2,Person,United States,Washington
11327,"Howard, Riley",2-23-1975,S,F,40000,3,3,Partial College,Clerical,1,1,Person,United States,Washington
11328,"Cai, Jake",11-20-1974,S,M,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
12241,"Chapman, Phillip",6-25-1974,S,M,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
12242,"Torres, Armando",10-20-1974,S,M,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
12249,"Peterson, Bailey",4-25-1953,M,F,10000,2,1,High School,Manual,1,2,Person,United States,Washington
12783,"Bryant, Edward",6-21-1975,S,M,40000,3,3,Partial College,Clerical,1,1,Person,United States,Washington
13728,"Jimenez, Mallory",03-03-1974,M,F,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
14354,"Stewart, Caitlin",4-20-1957,S,F,20000,2,1,Partial High School,Clerical,1,2,Person,United States,Washington
14356,"Smith, Richard",06-03-1957,M,M,20000,2,1,Partial High School,Clerical,0,2,Person,United States,Washington
14357,"Miller, Jonathan",10-23-1957,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,United States,Washington
15237,"Evans, Isabella",05-05-1975,M,F,40000,3,3,Partial College,Clerical,1,1,Person,United States,Washington
15273,"Hughes, Kelly",5-18-1957,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,United States,Washington
15274,"Suri, Chelsea",3-19-1957,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,United States,Washington
16012,"Powell, Kevin",12-19-1975,M,M,40000,3,3,Partial College,Clerical,1,0,Person,United States,Washington
16042,"Smith, Edward",11-18-1957,S,M,20000,2,1,Partial High School,Clerical,0,2,Person,United States,Washington
16218,"Walker, Julia",01-05-1957,S,F,20000,2,1,Partial High School,Clerical,0,2,Person,United States,Washington
16222,"Jones, Matthew",07-10-1957,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,United States,Washington
16224,"Wright, Jeremy",2-26-1957,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,United States,Washington
16241,"Cooper, Dalton",5-28-1972,S,M,40000,4,4,Partial College,Clerical,1,1,Person,United States,Washington
17573,"Ye, Jeffery",01-02-1974,M,M,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
17574,"Gill, Tyrone",04-09-1974,S,M,40000,3,3,Partial College,Clerical,1,2,Person,United States,Washington
17615,"Jenkins, Luis",5-15-1957,S,M,20000,2,1,Partial High School,Clerical,1,2,Person,United States,Washington
17787,"Prasad, Erick",7-23-1957,M,M,20000,2,1,Partial High School,Clerical,0,2,Person,United States,Washington
17788,"Wood, Gabrielle",04-05-1957,M,F,20000,2,1,Partial High School,Clerical,0,2,Person,United States,Washington
171,"Howard, Carol",02-05-1968,M,F,90000,4,4,Bachelors,Management,1,1,Person,United States,Washington
198,"Morris, Andrea",6-18-1946,M,F,70000,3,1,Bachelors,Management,0,1,Person,United States,Washington
1058,"Collins, Madeline",3-15-1943,M,F,120000,2,4,Graduate Degree,Management,1,3,Person,United States,Washington
1060,"Jenkins, Jason",06-02-1943,M,M,130000,2,3,Bachelors,Management,1,4,Person,United States,Washington
1084,"Alexander, Kayla",2-28-1946,M,F,70000,4,1,Bachelors,Management,1,1,Person,United States,Washington
1144,"Turner, Logan",11-13-1965,M,M,100000,4,1,Bachelors,Management,1,4,Person,United States,Washington
1209,"Sanchez, Dominique",2-19-1940,M,F,130000,2,3,Bachelors,Management,1,4,Person,United States,Washington
1365,"Rogers, Erin",10-28-1941,M,F,130000,2,3,Bachelors,Management,1,4,Person,United States,Washington
1534,"Washington, Luis",11-07-1940,M,M,170000,1,2,Graduate Degree,Management,1,4,Person,United States,Washington
2017,"Bryant, Antonio",07-04-1968,M,M,110000,1,1,Graduate Degree,Management,1,2,Person,United States,Washington
2189,"Davis, Anthony",1-20-1942,M,M,120000,2,4,Graduate Degree,Management,1,3,Person,United States,Washington
2197,"Sanders, Kimberly",11-02-1943,M,F,110000,2,4,Bachelors,Management,0,3,Person,United States,Washington
2225,"Brooks, Amanda",02-11-1946,M,F,70000,4,1,Bachelors,Management,1,1,Person,United States,Washington
2231,"Bryant, Chloe",03-11-1947,M,F,70000,4,1,Bachelors,Management,1,1,Person,United States,Washington
2276,"Murphy, Carlos",8-27-1965,M,M,100000,3,1,Bachelors,Management,1,4,Person,United States,Washington
2277,"Johnson, Sarah",3-20-1965,M,F,100000,3,1,Bachelors,Management,1,4,Person,United States,Washington
2328,"Russell, Isabelle",07-11-1938,M,F,170000,1,1,Graduate Degree,Management,1,4,Person,United States,Washington
2345,"Reed, Caitlin",09-11-1942,M,F,110000,2,4,Bachelors,Management,1,2,Person,United States,Washington
2368,"Edwards, Savannah",4-14-1947,M,F,70000,4,1,Bachelors,Management,1,1,Person,United States,Washington
2369,"Henderson, Kyle",12-26-1947,M,M,70000,4,1,Bachelors,Management,0,1,Person,United States,Washington
2489,"Guo, Laura",6-15-1938,M,F,120000,2,4,Graduate Degree,Management,1,3,Person,United States,Washington
2655,"Andersen, Shawn",02-05-1941,M,M,100000,2,3,Graduate Degree,Management,1,3,Person,United States,Washington
2656,"Walker, Christopher",01-03-1941,M,M,100000,2,3,Graduate Degree,Management,1,3,Person,United States,Washington
2659,"Bennett, Wyatt",3-13-1941,M,M,130000,2,3,Bachelors,Management,1,4,Person,United States,Washington
2660,"Shan, Clayton",10-18-1941,M,M,130000,2,3,Bachelors,Management,1,4,Person,United States,Washington
3256,"Jackson, Jonathan",2-26-1943,S,M,110000,2,4,Bachelors,Management,1,3,Person,United States,Washington
3257,"Robinson, Elizabeth",5-17-1943,S,F,170000,2,3,Graduate Degree,Management,0,2,Person,United States,Washington
3392,"Long, Jason",03-08-1947,M,M,70000,4,1,Bachelors,Management,1,1,Person,United States,Washington
3393,"Jackson, Justin",8-24-1947,M,M,70000,4,1,Bachelors,Management,1,1,Person,United States,Washington
3395,"Rodriguez, Jacob",10-07-1947,M,M,70000,4,1,Bachelors,Management,1,1,Person,United States,Washington
3439,"Gonzales, Gabrielle",4-16-1965,S,F,100000,3,1,Bachelors,Management,1,4,Person,United States,Washington
4160,"Washington, Eric",8-15-1941,M,M,100000,2,3,Graduate Degree,Management,1,3,Person,United States,Washington
4164,"Murphy, Victoria",07-06-1942,M,F,100000,2,3,Graduate Degree,Management,1,3,Person,United States,Washington
4168,"Hernandez, Sara",3-24-1943,M,F,130000,2,3,Bachelors,Management,1,4,Person,United States,Washington
4316,"Bennett, Katherine",10-17-1946,M,F,70000,4,1,Bachelors,Management,0,1,Person,United States,Washington
4321,"Brooks, Eduardo",4-19-1947,M,M,70000,4,1,Bachelors,Management,1,1,Person,United States,Washington
4416,"Gray, Rachel",5-14-1939,M,F,110000,2,4,Graduate Degree,Management,0,1,Person,United States,Washington
4738,"Robinson, Alexander",04-04-1941,S,M,120000,2,4,Graduate Degree,Management,1,3,Person,United States,Washington
4744,"Thompson, Chloe",2-18-1942,M,F,120000,2,4,Graduate Degree,Management,0,3,Person,United States,Washington
4745,"Gray, Angela",3-22-1942,M,F,120000,2,4,Graduate Degree,Management,1,3,Person,United States,Washington
4746,"Hayes, Julian",8-15-1942,M,M,120000,2,4,Graduate Degree,Management,1,3,Person,United States,Washington
4747,"Walker, Emily",12-02-1943,M,F,120000,2,4,Bachelors,Management,1,3,Person,United States,Washington
4850,"Kelly, Destiny",03-02-1967,S,F,110000,0,1,Graduate Degree,Management,1,0,Person,United States,Washington
4852,"Anderson, Taylor",6-21-1967,S,F,110000,0,1,Graduate Degree,Management,0,2,Person,United States,Washington
5009,"Allen, Morgan",7-16-1939,M,F,110000,2,4,Graduate Degree,Management,1,1,Person,United States,Washington
5643,"Mitchell, Mason",11-07-1941,S,M,130000,2,3,Bachelors,Management,0,4,Person,United States,Washington
5652,"Martinez, Abigail",9-26-1943,M,F,120000,2,4,Bachelors,Management,1,3,Person,United States,Washington
5786,"Lee, Christian",08-12-1946,M,M,70000,3,1,Bachelors,Management,1,1,Person,United States,Washington
5795,"Cook, Taylor",4-20-1947,M,F,60000,2,1,Bachelors,Management,1,0,Person,United States,Washington
5900,"Sanchez, Whitney",10-01-1937,M,F,110000,2,3,Graduate Degree,Management,0,4,Person,United States,Washington
6045,"Hayes, Ana",11-26-1958,M,F,80000,5,4,Graduate Degree,Management,1,0,Person,United States,Washington
7518,"Diaz, Tristan",03-06-1965,M,M,100000,3,1,Bachelors,Management,1,4,Person,United States,Washington
7519,"Scott, Stephanie",05-12-1965,S,F,100000,4,1,Bachelors,Management,1,4,Person,United States,Washington
7788,"Wood, Mya",5-14-1963,M,F,80000,4,3,Bachelors,Management,1,0,Person,United States,Washington
7790,"Robinson, Seth",4-21-1968,S,M,110000,1,1,Graduate Degree,Management,0,2,Person,United States,Washington
8814,"Perez, Rebecca",1-16-1957,M,F,80000,2,1,Bachelors,Management,1,0,Person,United States,Washington
8816,"Thompson, Christian",04-08-1957,M,M,80000,2,1,Bachelors,Management,1,1,Person,United States,Washington
9636,"Young, Nathan",05-09-1964,M,M,110000,3,2,Bachelors,Management,1,4,Person,United States,Washington
10271,"Jackson, Daniel",11-09-1967,S,M,110000,0,1,Graduate Degree,Management,1,0,Person,United States,Washington
10433,"Ward, Melanie",11-27-1965,M,F,100000,3,1,Bachelors,Management,1,4,Person,United States,Washington
11717,"Nelson, Caleb",07-06-1965,S,M,100000,3,1,Bachelors,Management,1,4,Person,United States,Washington
12463,"Jones, Seth",09-03-1965,M,M,100000,4,1,Bachelors,Management,1,4,Person,United States,Washington
12589,"Hughes, Ryan",3-18-1968,M,M,90000,4,4,Bachelors,Management,1,0,Person,United States,Washington
12712,"Diaz, Fernando",9-17-1947,S,M,70000,2,1,Bachelors,Management,1,1,Person,United States,Washington
12716,"Flores, Isabel",2-18-1947,S,F,70000,2,1,Bachelors,Management,0,1,Person,United States,Washington
13389,"Campbell, Maria",11-22-1957,M,F,80000,2,1,Bachelors,Management,0,0,Person,United States,Washington
13967,"Cooper, Jade",01-09-1947,S,F,70000,2,1,Bachelors,Management,0,1,Person,United States,Washington
14154,"Coleman, Ryan",6-24-1965,S,M,100000,4,1,Bachelors,Management,0,4,Person,United States,Washington
14292,"Griffin, Marissa",4-26-1968,M,F,90000,4,4,Bachelors,Management,1,1,Person,United States,Washington
14873,"Ross, Melanie",10-18-1947,S,F,70000,2,1,Bachelors,Management,0,1,Person,United States,Washington
14875,"Hall, Jessica",8-15-1947,M,F,70000,2,1,Bachelors,Management,1,1,Person,United States,Washington
15054,"Anderson, Austin",3-22-1965,M,M,100000,3,1,Bachelors,Management,1,3,Person,United States,Washington
15055,"Lee, Dylan",1-13-1965,S,M,100000,4,1,Bachelors,Management,0,4,Person,United States,Washington
15492,"Sanchez, Riley",11-19-1947,S,F,70000,2,1,Bachelors,Management,0,1,Person,United States,Washington
15494,"Ramos, Lawrence",09-04-1947,M,M,70000,2,1,Bachelors,Management,1,1,Person,United States,Washington
15536,"Perry, Kelly",12-26-1968,M,F,90000,4,4,Bachelors,Management,1,1,Person,United States,Washington
17076,"Jones, Edward",2-14-1967,S,M,110000,0,1,Graduate Degree,Management,0,1,Person,United States,Washington
18001,"Baker, Nathan",8-22-1947,S,M,70000,2,1,Bachelors,Management,1,1,Person,United States,Washington
18047,"Richardson, Gabriella",2-19-1963,S,F,80000,4,3,Bachelors,Management,0,0,Person,United States,Washington
18211,"Peterson, Devin",08-07-1965,M,M,100000,3,1,Bachelors,Management,1,4,Person,United States,Washington
18212,"Ross, Stephanie",6-14-1965,M,F,100000,4,1,Bachelors,Management,1,4,Person,United States,Washington
18213,"Gonzales, Jocelyn",12-15-1965,S,F,100000,4,1,Bachelors,Management,1,4,Person,United States,Washington
863,"Peterson, Olivia",9-15-1961,S,F,40000,4,2,High School,Skilled Manual,1,2,Person,United States,Washington
2935,"Young, Luis",4-19-1960,M,M,40000,4,2,High School,Skilled Manual,1,2,Person,United States,Washington
3638,"Nath, Dustin",03-08-1960,M,M,40000,4,2,High School,Skilled Manual,0,3,Person,United States,Washington
4295,"Robinson, Michael",08-09-1971,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
4298,"Bryant, Nicole",5-15-1971,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
4872,"Jai, Ryan",12-24-1971,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
5118,"Lal, Brad",11-02-1962,M,M,40000,4,3,High School,Skilled Manual,1,2,Person,United States,Washington
6021,"Bryant, Ashley",8-21-1961,M,F,40000,4,2,High School,Skilled Manual,1,2,Person,United States,Washington
6369,"Xie, Alisha",4-21-1968,S,F,90000,4,4,Partial College,Skilled Manual,0,3,Person,United States,Washington
6542,"Zeng, Kristen",12-07-1962,M,F,40000,4,3,High School,Skilled Manual,1,2,Person,United States,Washington
6863,"Baker, Aaron",3-18-1960,M,M,40000,4,2,High School,Skilled Manual,1,2,Person,United States,Washington
7050,"Watson, Patrick",5-27-1961,S,M,40000,4,2,High School,Skilled Manual,1,2,Person,United States,Washington
7116,"Young, Richard",12-16-1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
7372,"Morgan, Jessica",11-07-1971,M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
7803,"Shen, Mario",10-11-1971,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
7804,"Zheng, Cedric",11-27-1971,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
8022,"Russell, Melissa",11-21-1952,S,F,70000,2,1,Partial High School,Skilled Manual,0,2,Person,United States,Washington
8025,"Russell, Dalton",08-06-1952,S,M,70000,2,1,Partial High School,Skilled Manual,1,3,Person,United States,Washington
8664,"Allen, Alex",11-15-1968,M,M,90000,4,4,Partial College,Skilled Manual,1,3,Person,United States,Washington
8679,"Rodriguez, Martin",08-07-1971,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
9302,"Bradley, Gloria",10-22-1968,M,F,90000,4,4,Partial College,Skilled Manual,1,3,Person,United States,Washington
9320,"Alexander, Dylan",11-06-1971,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
9545,"Hall, Dalton",10-26-1952,M,M,70000,2,1,Partial High School,Skilled Manual,0,2,Person,United States,Washington
9546,"Butler, Vanessa",8-21-1952,S,F,70000,2,1,Partial High School,Skilled Manual,0,3,Person,United States,Washington
10142,"Li, Omar",03-10-1961,S,M,40000,4,3,High School,Skilled Manual,1,3,Person,United States,Washington
10501,"Long, Devin",2-17-1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
10925,"Cook, Eduardo",3-13-1960,M,M,40000,4,2,High School,Skilled Manual,1,2,Person,United States,Washington
11052,"Rogers, Lauren",12-05-1968,S,F,90000,4,4,Partial College,Skilled Manual,0,3,Person,United States,Washington
11068,"Jackson, Julia",1-18-1971,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
11722,"Lin, Colleen",7-24-1962,M,F,40000,4,3,High School,Skilled Manual,1,2,Person,United States,Washington
11784,"Green, Isaac",10-04-1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
11787,"Goldstein, Wyatt",7-16-1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,3,Person,United States,Washington
11875,"Anand, Drew",10-10-1961,S,M,40000,4,3,High School,Skilled Manual,1,3,Person,United States,Washington
12003,"Hernandez, Arthur",03-03-1968,S,M,90000,4,4,Partial College,Skilled Manual,0,3,Person,United States,Washington
12018,"Rai, Alison",03-05-1971,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
12019,"White, Richard",03-03-1971,M,M,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
12300,"Jimenez, Kristy",5-20-1968,M,F,90000,4,4,Partial College,Skilled Manual,1,3,Person,United States,Washington
12382,"Hu, Bianca",07-11-1961,M,F,40000,4,3,High School,Skilled Manual,1,3,Person,United States,Washington
12742,"Romero, Dana",11-02-1952,S,F,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
13688,"Ross, Joan",8-18-1952,S,F,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
13780,"Lee, Morgan",05-07-1971,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
13781,"Hall, Courtney",7-21-1971,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
13992,"Bryant, Luke",05-07-1952,S,M,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
14764,"Johnson, Hannah",11-03-1968,M,F,90000,4,4,Partial College,Skilled Manual,1,3,Person,United States,Washington
14765,"Price, Alexandria",3-17-1968,S,F,90000,4,4,Partial College,Skilled Manual,0,3,Person,United States,Washington
14901,"Sanders, Haley",4-14-1952,M,F,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
14903,"Li, Cameron",07-06-1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
14904,"Rai, Marshall",5-23-1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
14994,"Chandra, Heidi",5-27-1961,S,F,40000,4,3,High School,Skilled Manual,1,3,Person,United States,Washington
15293,"Simpson, Marty",8-26-1971,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
15294,"Carlson, Casey",07-09-1971,M,M,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
15615,"Robinson, Richard",06-05-1961,S,M,40000,4,2,High School,Skilled Manual,1,2,Person,United States,Washington
16075,"Sanchez, Kristi",3-22-1971,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
16251,"Vance, Virginia",08-09-1971,M,F,70000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
16441,"Howard, Trinity",07-11-1952,S,F,70000,2,1,Partial High School,Skilled Manual,0,2,Person,United States,Washington
17057,"Gray, Alex",11-12-1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
17058,"Anderson, Rachel",3-13-1952,M,F,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
17645,"Chow, Martha",11-03-1971,M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,Person,United States,Washington
18032,"Chen, Brandon",06-10-1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
18037,"Baker, Rebecca",10-25-1953,M,F,60000,3,1,Partial High School,Skilled Manual,1,2,Person,United States,Washington
18148,"Roberts, Mary",2-14-1961,S,F,40000,4,2,High School,Skilled Manual,0,2,Person,United States,Washington
634,"Anderson, Thomas",5-26-1972,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
645,"Torres, Charles",10-07-1969,S,M,40000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
647,"Foster, Anna",3-19-1969,S,F,40000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
668,"Moore, Blake",6-21-1967,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
670,"Simmons, Isabella",10-21-1967,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
674,"Ye, Susan",02-07-1966,S,F,60000,3,3,Bachelors,Skilled Manual,1,1,Person,United States,Washington
689,"Morris, Victoria",12-25-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
690,"Diaz, Ian",09-06-1965,M,M,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
700,"Peterson, Chase",3-16-1963,S,M,60000,4,2,Bachelors,Skilled Manual,0,2,Person,United States,Washington
786,"Diaz, Theodore",2-25-1972,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,Person,United States,Washington
799,"Chande, Brendan",02-12-1969,M,M,40000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
800,"Wang, Jessie",9-13-1969,M,M,40000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
820,"Lal, Jose",10-10-1967,M,M,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
837,"Travers, Garrett",4-27-1965,M,M,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
1914,"Moore, Benjamin",2-23-1968,M,M,60000,2,2,Bachelors,Skilled Manual,1,0,Person,United States,Washington
1921,"Henderson, Kelly",9-13-1967,S,F,70000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
1942,"Morgan, Maria",05-10-1965,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,Person,United States,Washington
2881,"Kumar, Marshall",3-15-1968,S,M,60000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
2882,"Wood, Jasmine",05-07-1968,S,F,60000,2,2,Bachelors,Skilled Manual,1,1,Person,United States,Washington
